forest,plan,year,live_carbon_t_per_ha,soil_carbon_t_per_ha,product_carbon_t_per_ha,substitution_credit_t_carbon_per_ha,total_co2e_t_per_ha
dry interior fire-adapted pine forest,current_40_year,10,113.2112,54.0921,0.0,0.0,613.4456
dry interior fire-adapted pine forest,current_40_year,11,114.0718,54.1007,0.0,0.0,616.6324
dry interior fire-adapted pine forest,current_40_year,12,114.921,54.1092,0.0,0.0,619.7774
dry interior fire-adapted pine forest,current_40_year,13,115.7589,54.1176,0.0,0.0,622.8804
dry interior fire-adapted pine forest,current_40_year,14,116.5854,54.1259,0.0,0.0,625.9414
dry interior fire-adapted pine forest,current_40_year,15,117.4006,54.134,0.0,0.0,628.9601
dry interior fire-adapted pine forest,current_40_year,16,118.2043,54.142,0.0,0.0,631.9367
dry interior fire-adapted pine forest,current_40_year,17,118.9967,54.15,0.0,0.0,634.871
dry interior fire-adapted pine forest,current_40_year,18,119.7776,54.1578,0.0,0.0,637.7632
dry interior fire-adapted pine forest,current_40_year,19,120.5472,54.1655,0.0,0.0,640.6133
dry interior fire-adapted pine forest,current_40_year,20,121.3055,54.1731,0.0,0.0,643.4214
dry interior fire-adapted pine forest,current_40_year,21,122.0524,54.1805,0.0,0.0,646.1875
dry interior fire-adapted pine forest,current_40_year,22,122.7881,54.1879,0.0,0.0,648.9119
dry interior fire-adapted pine forest,current_40_year,23,123.5125,54.1951,0.0,0.0,651.5948
dry interior fire-adapted pine forest,current_40_year,24,124.2258,54.2023,0.0,0.0,654.2362
dry interior fire-adapted pine forest,current_40_year,25,124.9279,54.2093,0.0,0.0,656.8365
dry interior fire-adapted pine forest,current_40_year,26,125.619,54.2162,0.0,0.0,659.3958
dry interior fire-adapted pine forest,current_40_year,27,126.2991,54.223,0.0,0.0,661.9145
dry interior fire-adapted pine forest,current_40_year,28,126.9683,54.2297,0.0,0.0,664.3928
dry interior fire-adapted pine forest,current_40_year,29,127.6267,54.2363,0.0,0.0,666.8309
dry interior fire-adapted pine forest,current_40_year,30,128.2743,54.2427,0.0,0.0,669.2293
dry interior fire-adapted pine forest,current_40_year,31,128.9113,54.2491,0.0,0.0,671.5882
dry interior fire-adapted pine forest,current_40_year,32,129.5377,54.2554,0.0,0.0,673.9081
dry interior fire-adapted pine forest,current_40_year,33,130.1537,54.2615,0.0,0.0,676.1891
dry interior fire-adapted pine forest,current_40_year,34,130.7593,54.2676,0.0,0.0,678.4318
dry interior fire-adapted pine forest,current_40_year,35,131.3546,54.2735,0.0,0.0,680.6364
dry interior fire-adapted pine forest,current_40_year,36,131.9397,54.2794,0.0,0.0,682.8035
dry interior fire-adapted pine forest,current_40_year,37,132.5149,54.2851,0.0,0.0,684.9333
dry interior fire-adapted pine forest,current_40_year,38,133.08,54.2908,0.0,0.0,687.0264
dry interior fire-adapted pine forest,current_40_year,39,133.6354,54.2964,0.0,0.0,689.0831
dry interior fire-adapted pine forest,current_40_year,40,134.181,54.3018,0.0,0.0,691.1038
dry interior fire-adapted pine forest,current_40_year,41,67.3586,55.7891,60.6227,9.5178,708.723
dry interior fire-adapted pine forest,current_40_year,42,68.1547,55.797,58.3786,9.3477,702.8195
dry interior fire-adapted pine forest,current_40_year,43,68.9493,55.805,56.3745,9.1867,697.8234
dry interior fire-adapted pine forest,current_40_year,44,69.742,55.8129,54.5747,9.0337,693.5988
dry interior fire-adapted pine forest,current_40_year,45,70.5327,55.8208,52.9492,8.8877,690.0314
dry interior fire-adapted pine forest,current_40_year,46,71.3212,55.8287,51.4724,8.748,687.0243
dry interior fire-adapted pine forest,current_40_year,47,72.1073,55.8365,50.1231,8.6137,684.496
dry interior fire-adapted pine forest,current_40_year,48,72.8909,55.8444,48.8832,8.4844,682.3775
dry interior fire-adapted pine forest,current_40_year,49,73.6718,55.8522,47.7375,8.3596,680.6106
dry interior fire-adapted pine forest,current_40_year,50,74.4497,55.86,46.673,8.2388,679.1458
dry interior fire-adapted pine forest,current_40_year,51,75.2247,55.8677,45.679,8.1217,677.9415
dry interior fire-adapted pine forest,current_40_year,52,75.9964,55.8754,44.7463,8.008,676.9622
dry interior fire-adapted pine forest,current_40_year,53,76.7647,55.8831,43.867,7.8973,676.1779
dry interior fire-adapted pine forest,current_40_year,54,77.5295,55.8908,43.0345,7.7896,675.5628
dry interior fire-adapted pine forest,current_40_year,55,78.2907,55.8984,42.2434,7.6844,675.0954
dry interior fire-adapted pine forest,current_40_year,56,79.048,55.906,41.4889,7.5818,674.757
dry interior fire-adapted pine forest,current_40_year,57,79.8014,55.9135,40.7668,7.4815,674.5318
dry interior fire-adapted pine forest,current_40_year,58,80.5507,55.921,40.0739,7.3834,674.4061
dry interior fire-adapted pine forest,current_40_year,59,81.2957,55.9284,39.4071,7.2874,674.3684
dry interior fire-adapted pine forest,current_40_year,60,82.0364,55.9358,38.7639,7.1934,674.4086
dry interior fire-adapted pine forest,current_40_year,61,82.7726,55.9432,38.1423,7.1013,674.518
dry interior fire-adapted pine forest,current_40_year,62,83.5042,55.9505,37.5403,7.011,674.6891
dry interior fire-adapted pine forest,current_40_year,63,84.2311,55.9578,36.9565,6.9224,674.9154
dry interior fire-adapted pine forest,current_40_year,64,84.9532,55.965,36.3893,6.8355,675.1912
dry interior fire-adapted pine forest,current_40_year,65,85.6704,55.9722,35.8377,6.7503,675.5116
dry interior fire-adapted pine forest,current_40_year,66,86.3825,55.9793,35.3005,6.6665,675.8721
dry interior fire-adapted pine forest,current_40_year,67,87.0894,55.9864,34.7769,6.5843,676.2689
dry interior fire-adapted pine forest,current_40_year,68,87.7912,55.9934,34.2661,6.5035,676.6986
dry interior fire-adapted pine forest,current_40_year,69,88.4876,56.0003,33.7674,6.4241,677.1581
dry interior fire-adapted pine forest,current_40_year,70,89.1786,56.0073,33.2802,6.3461,677.6446
dry interior fire-adapted pine forest,current_40_year,71,89.8642,56.0141,32.8039,6.2694,678.1557
dry interior fire-adapted pine forest,current_40_year,72,90.5441,56.0209,32.338,6.1941,678.6893
dry interior fire-adapted pine forest,current_40_year,73,91.2185,56.0277,31.8821,6.1199,679.2431
dry interior fire-adapted pine forest,current_40_year,74,91.8871,56.0343,31.4357,6.0471,679.8155
dry interior fire-adapted pine forest,current_40_year,75,92.55,56.041,30.9986,5.9754,680.4047
dry interior fire-adapted pine forest,current_40_year,76,93.207,56.0475,30.5704,5.9048,681.0092
dry interior fire-adapted pine forest,current_40_year,77,93.8582,56.0541,30.1507,5.8355,681.6274
dry interior fire-adapted pine forest,current_40_year,78,94.5034,56.0605,29.7393,5.7672,682.2582
dry interior fire-adapted pine forest,current_40_year,79,95.1426,56.0669,29.3359,5.7,682.9002
dry interior fire-adapted pine forest,current_40_year,80,95.7758,56.0732,28.9404,5.6339,683.5523
dry interior fire-adapted pine forest,current_40_year,81,48.2015,57.1399,71.9337,12.3797,695.4009
dry interior fire-adapted pine forest,current_40_year,82,48.721,57.1451,69.9471,12.194,689.3598
dry interior fire-adapted pine forest,current_40_year,83,49.2399,57.1503,68.1394,12.0157,683.9996
dry interior fire-adapted pine forest,current_40_year,84,49.758,57.1555,66.4849,11.8441,679.2225
dry interior fire-adapted pine forest,current_40_year,85,50.2752,57.1607,64.9617,11.6785,674.946
dry interior fire-adapted pine forest,current_40_year,86,50.7915,57.1658,63.5517,11.5183,671.1002
dry interior fire-adapted pine forest,current_40_year,87,51.3067,57.171,62.2392,11.363,667.6262
dry interior fire-adapted pine forest,current_40_year,88,51.8207,57.1761,61.0113,11.2121,664.474
dry interior fire-adapted pine forest,current_40_year,89,52.3334,57.1813,59.8568,11.0653,661.6015
dry interior fire-adapted pine forest,current_40_year,90,52.8448,57.1864,58.7665,10.9222,658.9727
dry interior fire-adapted pine forest,current_40_year,91,53.3547,57.1915,57.7324,10.7825,656.5573
dry interior fire-adapted pine forest,current_40_year,92,53.863,57.1966,56.7477,10.6462,654.3294
dry interior fire-adapted pine forest,current_40_year,93,54.3697,57.2016,55.8069,10.5128,652.267
dry interior fire-adapted pine forest,current_40_year,94,54.8746,57.2067,54.905,10.3823,650.3514
dry interior fire-adapted pine forest,current_40_year,95,55.3777,57.2117,54.0379,10.2544,648.5666
dry interior fire-adapted pine forest,current_40_year,96,55.8789,57.2167,53.2022,10.1291,646.8987
dry interior fire-adapted pine forest,current_40_year,97,56.378,57.2217,52.3947,10.0062,645.336
dry interior fire-adapted pine forest,current_40_year,98,56.8751,57.2267,51.613,9.8857,643.8684
dry interior fire-adapted pine forest,current_40_year,99,57.3699,57.2316,50.8549,9.7673,642.4871
dry interior fire-adapted pine forest,current_40_year,100,57.8625,57.2365,50.1184,9.6511,641.1844
dry interior fire-adapted pine forest,short_30_year,0,104.0,54.0,0.0,0.0,579.3333
dry interior fire-adapted pine forest,short_30_year,1,104.9691,54.0097,0.0,0.0,582.9224
dry interior fire-adapted pine forest,short_30_year,2,105.928,54.0193,0.0,0.0,586.4732
dry interior fire-adapted pine forest,short_30_year,3,106.8763,54.0288,0.0,0.0,589.9852
dry interior fire-adapted pine forest,short_30_year,4,107.814,54.0381,0.0,0.0,593.4579
dry interior fire-adapted pine forest,short_30_year,5,108.741,54.0474,0.0,0.0,596.8909
dry interior fire-adapted pine forest,short_30_year,6,109.6571,54.0566,0.0,0.0,600.2836
dry interior fire-adapted pine forest,short_30_year,7,110.5623,54.0656,0.0,0.0,603.6358
dry interior fire-adapted pine forest,short_30_year,8,111.4564,54.0746,0.0,0.0,606.947
dry interior fire-adapted pine forest,short_30_year,9,112.3394,54.0834,0.0,0.0,610.217
dry interior fire-adapted pine forest,short_30_year,10,113.2112,54.0921,0.0,0.0,613.4456
dry interior fire-adapted pine forest,short_30_year,11,114.0718,54.1007,0.0,0.0,616.6324
dry interior fire-adapted pine forest,short_30_year,12,114.921,54.1092,0.0,0.0,619.7774
dry interior fire-adapted pine forest,short_30_year,13,115.7589,54.1176,0.0,0.0,622.8804
dry interior fire-adapted pine forest,short_30_year,14,116.5854,54.1259,0.0,0.0,625.9414
dry interior fire-adapted pine forest,short_30_year,15,117.4006,54.134,0.0,0.0,628.9601
dry interior fire-adapted pine forest,short_30_year,16,118.2043,54.142,0.0,0.0,631.9367
dry interior fire-adapted pine forest,short_30_year,17,118.9967,54.15,0.0,0.0,634.871
dry interior fire-adapted pine forest,short_30_year,18,119.7776,54.1578,0.0,0.0,637.7632
dry interior fire-adapted pine forest,short_30_year,19,120.5472,54.1655,0.0,0.0,640.6133
dry interior fire-adapted pine forest,short_30_year,20,121.3055,54.1731,0.0,0.0,643.4214
dry interior fire-adapted pine forest,short_30_year,21,122.0524,54.1805,0.0,0.0,646.1875
dry interior fire-adapted pine forest,short_30_year,22,122.7881,54.1879,0.0,0.0,648.9119
dry interior fire-adapted pine forest,short_30_year,23,123.5125,54.1951,0.0,0.0,651.5948
dry interior fire-adapted pine forest,short_30_year,24,124.2258,54.2023,0.0,0.0,654.2362
dry interior fire-adapted pine forest,short_30_year,25,124.9279,54.2093,0.0,0.0,656.8365
dry interior fire-adapted pine forest,short_30_year,26,125.619,54.2162,0.0,0.0,659.3958
dry interior fire-adapted pine forest,short_30_year,27,126.2991,54.223,0.0,0.0,661.9145
dry interior fire-adapted pine forest,short_30_year,28,126.9683,54.2297,0.0,0.0,664.3928
dry interior fire-adapted pine forest,short_30_year,29,127.6267,54.2363,0.0,0.0,666.8309
dry interior fire-adapted pine forest,short_30_year,30,128.2743,54.2427,0.0,0.0,669.2293
dry interior fire-adapted pine forest,short_30_year,31,54.1428,55.894,65.7963,9.376,679.1
dry interior fire-adapted pine forest,short_30_year,32,54.9091,55.9017,62.7277,9.1772,669.9576
dry interior fire-adapted pine forest,short_30_year,33,55.6768,55.9094,60.0208,8.9914,662.194
dry interior fire-adapted pine forest,short_30_year,34,56.4456,55.9171,57.6208,8.8169,655.6013
dry interior fire-adapted pine forest,short_30_year,35,57.2154,55.9247,55.4817,8.6522,650.0047
dry interior fire-adapted pine forest,short_30_year,36,57.986,55.9325,53.5646,8.496,645.2564
dry interior fire-adapted pine forest,short_30_year,37,58.7571,55.9402,51.8368,8.3475,641.2321
dry interior fire-adapted pine forest,short_30_year,38,59.5286,55.9479,50.2706,8.2056,637.8267
dry interior fire-adapted pine forest,short_30_year,39,60.3002,55.9556,48.843,8.0698,634.9515
dry interior fire-adapted pine forest,short_30_year,40,61.0719,55.9633,47.5341,7.9392,632.5314
dry interior fire-adapted pine forest,short_30_year,41,61.8433,55.971,46.3276,7.8135,630.5031
dry interior fire-adapted pine forest,short_30_year,42,62.6144,55.9787,45.2093,7.692,628.8129
dry interior fire-adapted pine forest,short_30_year,43,63.3848,55.9864,44.1675,7.5746,627.4154
dry interior fire-adapted pine forest,short_30_year,44,64.1545,55.9941,43.1921,7.4607,626.2719
dry interior fire-adapted pine forest,short_30_year,45,64.9232,56.0018,42.2748,7.3501,625.3498
dry interior fire-adapted pine forest,short_30_year,46,65.6908,56.0095,41.4083,7.2426,624.6211
dry interior fire-adapted pine forest,short_30_year,47,66.457,56.0172,40.5867,7.1379,624.0621
dry interior fire-adapted pine forest,short_30_year,48,67.2217,56.0248,39.8046,7.0359,623.6526
dry interior fire-adapted pine forest,short_30_year,49,67.9848,56.0324,39.0578,6.9364,623.3751
dry interior fire-adapted pine forest,short_30_year,50,68.746,56.0401,38.3424,6.8392,623.2149
dry interior fire-adapted pine forest,short_30_year,51,69.5052,56.0476,37.6554,6.7442,623.1591
dry interior fire-adapted pine forest,short_30_year,52,70.2622,56.0552,36.994,6.6513,623.1967
dry interior fire-adapted pine forest,short_30_year,53,71.0168,56.0628,36.3558,6.5605,623.3182
dry interior fire-adapted pine forest,short_30_year,54,71.769,56.0703,35.7389,6.4715,623.5152
dry interior fire-adapted pine forest,short_30_year,55,72.5184,56.0778,35.1414,6.3844,623.7806
dry interior fire-adapted pine forest,short_30_year,56,73.2651,56.0852,34.562,6.299,624.1081
dry interior fire-adapted pine forest,short_30_year,57,74.0087,56.0927,33.9993,6.2153,624.492
dry interior fire-adapted pine forest,short_30_year,58,74.7492,56.1001,33.4522,6.1332,624.9275
dry interior fire-adapted pine forest,short_30_year,59,75.4865,56.1075,32.9197,6.0527,625.4102
dry interior fire-adapted pine forest,short_30_year,60,76.2203,56.1148,32.401,5.9738,625.9363
dry interior fire-adapted pine forest,short_30_year,61,32.3193,57.104,71.1708,11.4931,630.9862
dry interior fire-adapted pine forest,short_30_year,62,32.774,57.1085,68.8456,11.2984,623.4307
dry interior fire-adapted pine forest,short_30_year,63,33.2306,57.1131,66.748,11.1128,616.75
dry interior fire-adapted pine forest,short_30_year,64,33.6889,57.1177,64.8448,10.9353,610.8179
dry interior fire-adapted pine forest,short_30_year,65,34.1489,57.1223,63.108,10.765,605.5283
dry interior fire-adapted pine forest,short_30_year,66,34.6103,57.1269,61.5139,10.601,600.7913
dry interior fire-adapted pine forest,short_30_year,67,35.0733,57.1315,60.0427,10.4429,596.5313
dry interior fire-adapted pine forest,short_30_year,68,35.5376,57.1362,58.6774,10.2899,592.6842
dry interior fire-adapted pine forest,short_30_year,69,36.0031,57.1408,57.404,10.1417,589.1956
dry interior fire-adapted pine forest,short_30_year,70,36.4699,57.1455,56.2103,9.9979,586.0198
dry interior fire-adapted pine forest,short_30_year,71,36.9377,57.1502,55.0862,9.858,583.1177
dry interior fire-adapted pine forest,short_30_year,72,37.4065,57.1549,54.0231,9.7218,580.4564
dry interior fire-adapted pine forest,short_30_year,73,37.8763,57.1596,53.0136,9.5891,578.0078
dry interior fire-adapted pine forest,short_30_year,74,38.3468,57.1643,52.0516,9.4595,575.7479
dry interior fire-adapted pine forest,short_30_year,75,38.818,57.169,51.1318,9.333,573.6563
dry interior fire-adapted pine forest,short_30_year,76,39.2898,57.1737,50.2497,9.2092,571.7156
dry interior fire-adapted pine forest,short_30_year,77,39.7622,57.1784,49.4014,9.0882,569.9109
dry interior fire-adapted pine forest,short_30_year,78,40.235,57.1831,48.5838,8.9697,568.2293
dry interior fire-adapted pine forest,short_30_year,79,40.7081,57.1879,47.794,8.8536,566.6597
dry interior fire-adapted pine forest,short_30_year,80,41.1814,57.1926,47.0296,8.7398,565.1925
dry interior fire-adapted pine forest,short_30_year,81,41.6549,57.1973,46.2885,8.6282,563.8196
dry interior fire-adapted pine forest,short_30_year,82,42.1284,57.2021,45.5689,8.5188,562.5336
dry interior fire-adapted pine forest,short_30_year,83,42.6019,57.2068,44.8694,8.4114,561.3282
dry interior fire-adapted pine forest,short_30_year,84,43.0752,57.2115,44.1885,8.306,560.1978
dry interior fire-adapted pine forest,short_30_year,85,43.5483,57.2163,43.525,8.2025,559.1376
dry interior fire-adapted pine forest,short_30_year,86,44.021,57.221,42.878,8.1009,558.1431
dry interior fire-adapted pine forest,short_30_year,87,44.4933,57.2257,42.2464,8.0011,557.2106
dry interior fire-adapted pine forest,short_30_year,88,44.9651,57.2304,41.6296,7.903,556.3365
dry interior fire-adapted pine forest,short_30_year,89,45.4362,57.2352,41.0268,7.8066,555.5176
dry interior fire-adapted pine forest,short_30_year,90,45.9067,57.2399,40.4374,7.7118,554.751
dry interior fire-adapted pine forest,short_30_year,91,19.478,57.8363,63.5312,10.9917,556.7367
dry interior fire-adapted pine forest,short_30_year,92,19.7185,57.8387,61.8628,10.8286,550.9117
dry interior fire-adapted pine forest,short_30_year,93,19.9594,57.8411,60.3364,10.6717,545.6319
dry interior fire-adapted pine forest,short_30_year,94,20.2009,57.8436,58.9317,10.5204,540.8208
dry interior fire-adapted pine forest,short_30_year,95,20.4429,57.846,57.6319,10.374,536.414
dry interior fire-adapted pine forest,short_30_year,96,20.6853,57.8484,56.4225,10.2321,532.357
dry interior fire-adapted pine forest,short_30_year,97,20.9281,57.8508,55.2914,10.0944,528.6038
dry interior fire-adapted pine forest,short_30_year,98,21.1712,57.8533,54.2285,9.9604,525.1153
